Range Query No.,Compacted,Skipped
177,0,197
178,0,138
179,0,151
180,0,211
181,0,319
182,0,283
183,11104,289
184,11084,93
185,11064,378
186,11081,132
187,0,13
188,0,18
189,11048,190
190,0,11
191,0,43
192,10985,129
193,0,25
194,0,61
195,11042,133
196,0,58
197,0,62
198,0,69
199,0,116
200,0,74
201,0,117
202,0,140
203,0,170
204,0,218
205,0,232
206,10792,241
207,11724,50
208,0,2
209,0,4
210,11710,308
211,11623,149
212,0,105
213,11343,236
214,0,57
215,0,72
216,0,89
217,11982,283
218,11959,233
219,0,13
220,0,90
221,11905,235
222,0,127
223,0,34
224,11873,277
225,0,162
226,0,163
227,0,163
228,11245,143
229,12301,206
230,11160,61
231,11194,59
232,11224,36
233,0,129
234,12643,61
235,12610,220
236,12578,134
237,12582,235
238,0,67
239,0,44
240,0,105
241,12942,437
242,12951,145
243,0,136
244,0,35
245,0,164
246,0,57
247,0,194
248,0,207
249,0,98
250,0,175
251,12833,197
252,0,249
253,13271,108
254,13274,111
255,13257,40
256,13246,193
257,0,8
258,0,17
259,0,82
260,13155,204
261,0,30
262,0,103
263,13121,142
264,13126,10
265,13583,61
266,0,72
267,0,107
268,0,65
269,0,34
270,0,83
271,0,95
272,0,48
273,0,97
274,0,200
275,0,92
276,13514,191
277,0,16
278,0,265
279,0,119
280,0,130
281,0,231
282,0,196
283,0,290
284,0,144
285,13892,302
286,13859,174
287,13842,164
288,0,57
289,13790,188
290,0,79
291,0,18
292,13737,91
293,13700,402
294,0,102
295,0,110
296,14082,203
297,14056,236
298,0,124
299,0,21
300,0,209
301,0,210
302,14517,193
303,14490,41
304,14472,96
305,0,7
306,14427,89
307,14412,145
308,0,42
309,0,41
310,0,29
311,14408,242
312,0,58
313,0,140
314,0,78
315,0,127
316,0,110
317,0,199
318,0,206
319,0,252
320,0,218
321,0,224
322,0,239
323,15093,331
324,15089,233
325,15065,59
326,0,25
327,15021,356
328,0,15
329,15022,67
330,0,7
331,0,96
332,0,88
333,0,85
334,0,141
335,0,142
336,0,154
337,0,156
338,0,187
339,0,199
340,15306,409
341,0,279
342,0,240
343,15727,162
344,15719,304
345,15704,73
346,15694,111
347,0,12
348,15669,250
349,0,60
350,0,62
351,15619,139
352,0,117
353,0,115
354,15602,155
355,0,129
356,16025,148
357,0,123
358,0,133
359,0,168
360,0,175
361,0,179
362,0,135
363,0,154
364,0,268
365,0,265
366,16329,223
367,16299,340
368,16096,92
369,16009,39
370,0,22
371,15983,28
372,0,16
373,16243,161
374,0,17
375,16215,28
376,16214,322
377,16187,69
378,0,58
379,0,61
380,0,100
381,0,133
382,0,145
383,0,157
384,0,108
385,16558,162
386,0,184
387,0,196
388,0,192
389,0,196
390,0,232
391,0,246
392,15930,253
393,16957,243
394,16912,49
395,0,38
396,16866,52
397,16852,80
398,15897,355
399,0,35
400,16811,78
401,0,18
402,17230,85
403,0,14
404,0,68
405,17189,100
406,17211,208
407,0,31
408,0,100
409,17141,68
410,0,6
411,0,37
412,17116,136
413,0,168
414,17542,178
415,17534,48
416,17525,18
417,17523,31
418,17523,56
419,17489,116
420,0,35
421,17429,177
422,17397,247
423,0,8
424,0,69
425,0,115
426,17794,171
427,0,111
428,0,100
429,0,206
430,18200,145
431,17272,231
432,17208,65
433,18100,122
434,18090,30
435,17154,159
436,17134,33
437,18032,14
438,18497,122
439,0,59
440,0,85
441,0,77
442,18404,304
443,18373,208
444,0,129
445,0,77
446,0,76
447,18791,124
448,18732,149
449,17801,277
450,18660,72
451,18706,116
452,18690,48
453,0,36
454,0,43
455,19042,111
456,19031,407
457,0,34
458,0,108
459,0,157
460,0,105
461,0,160
462,0,99
463,0,99
464,0,120
465,19422,188
466,19399,144
467,0,10
468,19391,150
469,0,33
470,0,49
471,0,101
472,0,114
473,19257,181
474,0,5
475,0,49
476,19729,201
477,0,28
478,0,92
479,0,21
480,0,76
481,0,73
482,19682,76
483,0,85
484,0,119
485,0,129
486,0,150
487,0,229
488,0,154
489,19599,278
490,0,162
491,0,257
492,20020,263
493,19063,279
494,19060,4
495,19932,114
496,19919,93
497,19004,72
498,19895,270
499,19905,157
500,0,38
501,20346,70
502,0,40
503,0,124
504,0,93
505,20272,92
506,0,124
507,20199,96
508,0,166
509,20651,185
510,20648,103
511,20639,26
512,0,18
513,20617,341
514,0,28
515,0,59
516,20561,88
517,20545,145
518,0,73
519,0,165
520,0,77
521,0,131
522,0,95
523,0,95
524,0,102
525,0,103
526,0,218
527,20821,308
528,0,213
529,0,217
530,0,111
531,0,259
532,21264,277
533,21248,101
534,21222,327
535,21157,183
536,0,21
537,0,56
538,0,84
539,0,64
540,21106,140
541,0,19
542,21577,88
543,0,10
544,0,106
545,0,78
546,21496,243
547,0,1
548,0,7
549,0,192
550,0,46
551,21879,196
552,21868,286
553,21868,189
554,21840,82
555,0,25
556,0,43
557,0,58
558,0,49
559,0,77
560,0,140
561,21757,157
562,0,88
563,22198,250
564,0,161
565,0,182
566,0,55
567,0,212
568,0,235
569,0,238
570,0,243
571,0,275
572,22505,199
573,22483,153
574,22489,342
575,22467,230
576,22461,102
577,0,74
578,0,85
579,0,90
580,0,84
581,0,116
582,0,67
583,0,79
584,22384,130
585,0,87
586,0,10
587,0,101
588,0,119
589,0,71
590,0,244
591,0,253
592,0,284
593,0,154
594,0,301
595,0,315
596,0,208
597,0,175
598,0,255
599,0,314
600,0,180
601,0,185
602,23080,348
603,23021,436
604,23020,101
605,23008,158
606,0,27
607,0,73
608,23353,152
609,0,34
610,0,142
611,0,109
612,0,190
613,23697,210
614,23660,150
615,22344,440
616,23668,292
617,23648,73
618,22994,98
619,23655,192
620,23637,73
621,0,70
622,0,16
623,0,80
624,0,118
625,0,183
626,0,166
627,0,151
628,0,197
629,0,191
630,0,288
631,24348,235
632,24353,141
633,24358,267
634,0,5
635,0,29
636,0,49
637,0,53
638,0,53
639,24286,134
640,24275,234
641,0,34
642,24246,191
643,24219,141
644,0,54
645,0,121
646,0,131
647,0,81
648,0,27
649,0,143
650,0,156
651,0,75
652,0,119
653,0,117
654,0,143
655,0,144
656,0,213
657,0,181
658,24980,239
659,24958,320
660,24878,421
661,24841,190
662,24857,197
663,24822,240
664,0,50
665,0,51
666,0,132
667,0,101
668,0,182
669,0,172
670,0,179
671,24660,195
672,25552,124
673,24620,246
674,24565,81
675,24549,33
676,25477,344
677,24568,16
678,24538,13
679,25441,162
680,25924,51
681,24533,49
682,0,51
683,0,57
684,0,85
685,0,98
686,0,122
687,0,204
688,0,203
689,24329,215
690,24356,115
691,24317,50
692,26153,246
693,24296,37
694,26116,31
695,0,36
696,26096,50
697,0,51
698,26515,456
699,0,85
700,26462,290
701,0,127
702,0,137
703,0,136
704,0,172
705,26397,212
706,0,164
707,0,174
708,0,195
709,0,58
710,26807,78
711,26828,219
712,26817,178
713,0,54
714,0,71
715,26777,150
716,26680,149
717,0,82
718,0,131
719,0,136
720,0,59
721,0,108
722,0,86
723,0,148
724,0,171
725,0,190
726,0,222
727,0,183
728,27041,265
729,0,62
730,0,261
731,0,275
732,0,187
733,0,195
734,26486,292
735,27381,226
736,27338,61
737,27344,350
738,27310,85
739,27306,68
740,0,69
741,0,22
742,27748,88
743,0,73
744,0,74
745,0,91
746,0,113
747,27646,147
748,27998,166
749,28015,104
750,0,5
751,0,34
752,27964,81
753,27987,251
754,0,6
755,0,48
756,0,59
757,0,77
758,27925,420
759,0,63
760,28365,164
761,28351,13
762,28348,176
763,28342,72
764,28337,64
765,28329,30
766,0,15
767,0,101
768,28304,67
769,0,50
770,0,43
771,28281,43
772,0,100
773,0,76
774,28244,59
775,0,150
776,0,146
777,28154,218
778,0,161
779,28588,113
780,0,130
781,0,71
782,0,61
783,0,76
784,0,288
785,0,83
786,0,146
787,28978,114
788,28984,325
789,28967,16
790,0,4
791,28957,230
792,28957,75
793,0,62
794,28917,170
795,0,84
796,0,86
797,0,93
798,0,105
799,0,140
800,0,145
801,29295,228
802,0,83
803,0,203
804,0,188
805,0,263
806,0,242
807,0,199
808,0,238
809,29589,304
810,29557,262
811,29557,121
812,29515,137
813,0,1
814,0,71
815,0,49
816,0,81
817,29503,449
818,0,13
819,0,83
820,0,83
821,29905,363
822,0,92
823,0,135
824,0,71
825,0,153
826,0,263
827,30204,224
828,0,8
829,0,45
830,30167,333
831,0,98
832,30141,358
833,0,72
834,0,151
835,0,169
836,0,94
837,0,218
838,0,234
839,0,207
840,0,217
841,30424,443
842,0,286
843,29879,316
844,30827,226
845,30801,156
846,30806,55
847,30736,216
848,0,115
849,30727,77
850,30705,193
851,0,92
852,30689,61
853,0,126
854,0,72
855,0,50
856,0,81
857,31105,109
858,0,32
859,0,208
860,0,228
861,0,249
862,0,117
863,0,160
864,0,84
865,0,86
866,31469,235
867,31455,198
868,0,6
869,31443,117
870,31413,141
871,31421,70
872,0,10
873,0,13
874,0,33
875,0,56
876,31351,195
877,0,1
878,0,97
879,31294,261
880,0,118
881,0,122
882,0,118
883,0,129
884,0,165
885,0,144
886,0,189
887,0,163
888,0,161
889,0,220
890,0,291
891,0,242
892,31131,287
893,31128,2
894,31131,1
895,32066,202
896,31117,201
897,32043,220
898,31100,43
899,32025,212
900,0,15
901,31974,53
902,31955,58
903,0,115
904,0,30
905,31937,64
906,0,43
907,0,91
908,0,36
909,0,43
910,0,120
911,0,168
912,0,172
913,0,128
914,0,203
915,0,145
916,0,211
917,0,171
918,0,201
919,31738,235
920,32703,183
921,0,21
922,32649,123
923,32631,381
924,32479,112
925,32631,37
926,32627,61
927,32589,170
928,32607,27
929,0,46
930,0,113
931,0,114
932,0,112
933,0,138
934,0,161
935,0,189
936,0,174
937,0,202
938,0,165
939,32888,209
940,0,107
941,0,245
942,33315,47
943,32301,281
944,32282,17
945,32274,9
946,33260,317
947,33227,60
948,33209,80
949,33216,98
950,33192,30
951,33613,206
952,33618,50
953,0,30
954,33579,54
955,33534,117
956,0,116
957,0,123
958,0,71
959,0,130
960,33936,74
961,33129,205
962,33913,244
963,33841,226
964,33722,109
965,33805,134
966,0,27
967,34249,68
968,0,120
969,34210,46
970,0,107
971,34160,159
972,34151,67
973,0,85
974,34143,70
975,34113,250
976,0,81
977,0,62
978,34078,83
979,34549,8
980,34530,170
981,34527,141
982,0,60
983,34485,46
984,0,65
985,0,93
986,0,95
987,0,102
988,0,127
989,0,159
990,34860,139
991,34852,43
992,34851,10
993,0,199
994,0,206
995,0,211
996,34799,192
997,0,90
998,0,45
999,0,229
1000,0,105
1001,0,312
1002,0,313
1003,0,291
1004,35172,117
1005,34200,347
1006,35137,201
1007,35125,94
1008,35092,148
1009,0,6
1010,0,58
1011,35083,164
1012,35055,68
1013,0,53
1014,0,46
1015,0,99
1016,0,89
1017,0,115
1018,0,138
1019,0,163
1020,0,167
1021,0,174
1022,0,138
1023,0,133
1024,0,182
1025,0,190
1026,0,191
1027,0,227
1028,0,216
1029,35369,399
1030,0,184
1031,0,125
1032,0,280
1033,0,281
1034,34868,287
1035,34832,248
1036,34841,34
1037,35748,183
1038,34807,34
1039,34804,6
1040,35727,176
1041,35690,38
1042,35709,72
1043,35654,173
1044,0,102
1045,0,101
1046,0,119
1047,0,132
1048,0,239
1049,36405,272
1050,36395,42
1051,0,17
1052,36355,274
1053,0,62
1054,36312,122
1055,36275,138
1056,0,91
1057,0,47
1058,36227,271
1059,0,93
1060,36699,66
1061,0,80
1062,0,206
1063,0,220
1064,36674,87
1065,0,245
1066,0,247
1067,36622,139
1068,0,277
1069,0,164
1070,0,206
1071,0,210
1072,0,90
1073,0,333
1074,36071,329
1075,37013,35
1076,37007,177
1077,36993,43
1078,36987,16
1079,37007,181
1080,0,69
1081,0,66
1082,0,77
1083,0,82
1084,0,74
1085,0,97
1086,36884,212
1087,0,71
1088,0,151
1089,0,151
1090,0,112
1091,37294,321
1092,0,187
1093,0,166
1094,0,226
1095,0,313
1096,36630,315
1097,37638,256
1098,37623,94
1099,37525,81
1100,0,11
1101,0,35
1102,37523,329
1103,0,96
1104,0,101
1105,0,134
1106,0,164
1107,0,149
1108,0,151
1109,0,155
1110,37857,313
1111,37833,145
1112,0,44
1113,38263,260
1114,38236,82
1115,0,79
1116,38208,63
1117,0,97
1118,0,244
1119,0,275
1120,0,216
1121,0,288
1122,0,207
1123,0,198
1124,0,325
1125,0,281
1126,38560,367
1127,38547,275
1128,38509,155
1129,38526,51
1130,0,21
1131,0,16
1132,0,22
1133,0,188
1134,38480,350
1135,0,74
1136,0,109
1137,0,152
1138,0,157
1139,0,167
1140,0,214
1141,0,205
1142,0,199
1143,0,284
1144,0,267
1145,38189,298
1146,39174,324
1147,38714,164
1148,38165,24
1149,39115,335
1150,39084,70
1151,0,63
1152,38063,110
1153,0,57
1154,39052,22
1155,0,43
1156,0,14
1157,0,65
1158,39029,151
1159,39037,171
1160,0,80
1161,0,26
1162,0,25
1163,39415,108
1164,0,93
1165,0,119
1166,0,117
1167,0,124
1168,0,191
1169,0,236
1170,38878,214
1171,39791,213
1172,39777,153
1173,39744,156
1174,39752,35
1175,0,4
1176,0,11
1177,0,25
1178,39733,105
1179,0,53
1180,39719,40
1181,0,64
1182,0,57
1183,0,132
1184,40100,115
1185,0,53
1186,0,72
1187,0,171
1188,0,188
1189,0,203
1190,0,206
1191,0,222
1192,0,225
1193,0,245
1194,0,276
1195,40422,287
1196,40302,45
1197,40386,31
1198,40395,231
1199,40371,337
1200,0,85
1201,40290,98
1202,0,21
1203,40315,223
1204,0,38
1205,0,25
1206,40266,167
1207,0,102
1208,0,85
1209,0,89
1210,0,58
1211,0,130
1212,0,124
1213,0,143
1214,0,155
1215,0,161
1216,0,140
1217,0,207
1218,0,222
1219,41036,194
1220,41021,155
1221,41002,254
1222,41018,34
1223,40052,296
1224,40946,57
1225,40674,47
1226,0,39
1227,40947,18
1228,0,109
1229,0,64
1230,0,81
1231,0,128
1232,0,138
1233,0,104
1234,0,105
1235,40533,106
1236,41325,82
1237,0,63
1238,0,88
1239,41300,97
1240,41222,367
1241,0,89
1242,0,142
1243,0,174
1244,41181,209
1245,0,219
1246,0,225
1247,0,99
1248,0,203
1249,0,295
1250,0,151
1251,41509,313
1252,0,331
1253,0,250
1254,0,370
1255,41949,95
1256,0,130
1257,0,487
1258,0,496
1259,0,367
1260,0,467
1261,0,212
1262,42290,149
1263,40412,511
1264,42249,426
1265,42231,153
1266,42217,35
1267,42234,221
1268,0,37
1269,0,32
1270,0,62
1271,0,56
1272,0,124
1273,0,116
1274,0,142
1275,0,138
1276,0,198
1277,0,184
1278,0,203
1279,0,208
1280,0,226
1281,0,268
1282,0,268
1283,0,273
1284,0,251
1285,0,292
1286,0,283
1287,41889,314
1288,41890,342
1289,41908,320
1290,41836,36
1291,42823,47
1292,42820,241
1293,42795,41
1294,42815,12
1295,42798,36
1296,42754,62
1297,42768,231
1298,0,15
1299,0,67
1300,0,66
1301,0,115
1302,0,71
1303,0,229
1304,0,215
1305,0,172
1306,0,189
1307,43519,245
1308,0,15
1309,43493,49
1310,42712,188
1311,43473,165
1312,43492,231
1313,43477,15
1314,43439,158
1315,0,21
1316,0,92
1317,0,78
1318,0,94
1319,0,134
1320,0,146
1321,0,170
1322,0,188
1323,0,198
1324,0,217
1325,0,245
1326,0,273
1327,0,288
1328,0,299
1329,0,321
1330,44116,310
1331,44125,315
1332,44118,70
1333,0,1
1334,44111,320
1335,0,23
1336,0,22
1337,0,48
1338,44070,227
1339,0,100
1340,0,130
1341,44010,100
1342,0,146
1343,0,119
1344,0,145
1345,0,145
1346,0,142
1347,0,127
1348,0,187
1349,0,192
1350,0,211
1351,0,221
1352,0,241
1353,0,285
1354,0,288
1355,0,214
1356,0,308
1357,0,300
1358,44748,336
1359,44731,175
1360,44740,233
1361,0,25
1362,44000,255
1363,0,16
1364,0,42
1365,0,42
1366,44721,168
1367,44664,49
1368,44650,74
1369,44670,40
1370,0,66
1371,0,93
1372,0,190
1373,0,172
1374,0,216
1375,0,267
1376,0,293
1377,45372,317
1378,0,18
1379,45319,328
1380,45306,324
1381,45288,21
1382,0,30
1383,45267,105
1384,0,126
1385,0,132
1386,0,30
1387,0,154
1388,45701,157
1389,45662,296
1390,0,63
1391,0,96
1392,0,106
1393,0,62
1394,0,201
1395,0,189
1396,0,232
1397,0,230
1398,0,192
1399,0,178
1400,0,281
1401,45485,185
1402,45183,256
1403,45960,194
1404,45787,51
1405,45125,61
1406,45907,59
1407,45858,166
1408,45875,91
1409,45871,60
1410,0,9
1411,46317,89
1412,0,41
1413,0,45
1414,0,106
1415,0,64
1416,0,81
1417,0,119
1418,46243,73
1419,0,131
1420,0,101
1421,0,102
1422,0,141
1423,0,142
1424,0,70
1425,0,164
1426,0,234
1427,0,172
1428,0,211
1429,46619,137
1430,45655,219
1431,46598,63
1432,46563,109
1433,46542,93
1434,46228,114
1435,45990,101
1436,46484,25
1437,46130,23
1438,0,8
1439,46498,86
1440,46500,304
1441,0,6
1442,0,11
1443,0,58
1444,46446,83
1445,0,40
1446,0,17
1447,0,130
1448,0,71
1449,0,218
1450,47249,338
1451,47235,191
1452,47183,74
1453,47153,326
1454,47158,65
1455,0,62
1456,47112,121
1457,47087,209
1458,47114,69
1459,0,50
1460,0,59
1461,0,104
1462,0,93
1463,0,107
1464,0,100
1465,0,143
1466,0,177
1467,0,148
1468,46857,233
1469,46852,5
1470,47821,93
1471,47755,63
1472,47748,398
1473,0,54
1474,47753,138
1475,0,49
1476,47567,141
1477,0,76
1478,48137,428
1479,0,70
1480,48107,105
1481,48065,102
1482,0,39
1483,0,178
1484,0,147
1485,0,185
1486,0,134
1487,48008,224
1488,0,105
1489,48456,103
1490,48348,260
1491,48338,90
1492,48367,156
1493,48366,6
1494,0,27
1495,0,33
1496,0,70
1497,48761,212
1498,0,43
1499,0,119
1500,0,91
1501,0,64
1502,0,209
1503,0,178
1504,48645,246
1505,49094,142
1506,49084,154
1507,48092,265
1508,48091,2
1509,49070,52
1510,0,37
1511,49025,32
1512,0,2
1513,0,56
1514,0,71
1515,0,108
1516,0,77
1517,48950,181
1518,0,102
1519,0,144
1520,0,138
1521,0,147
1522,0,55
1523,0,69
1524,0,179
1525,0,122
1526,0,218
1527,0,210
1528,0,219
1529,0,207
1530,0,217
1531,0,182
1532,0,229
1533,0,235
1534,0,232
1535,49719,213
1536,49710,47
1537,48746,286
1538,49699,34
1539,48748,322
1540,0,33
1541,49630,18
1542,0,93
1543,0,72
1544,49388,108
1545,49546,238
1546,49532,88
1547,49560,9
1548,50024,315
1549,0,54
1550,0,17
1551,0,33
1552,0,44
1553,0,58
1554,0,98
1555,0,150
1556,0,119
1557,0,106
1558,0,117
1559,0,145
1560,0,165
1561,0,210
1562,49367,251
1563,50302,186
1564,50302,110
1565,0,5
1566,50273,172
1567,0,30
1568,50256,94
1569,49285,88
1570,0,94
1571,49268,21
1572,50646,120
1573,50624,191
1574,0,58
1575,0,45
1576,50613,80
1577,0,125
1578,0,21
1579,0,138
1580,0,84
1581,0,77
1582,0,82
1583,0,120
1584,0,218
1585,50968,250
1586,50968,318
1587,50964,108
1588,50836,41
1589,50936,126
1590,50939,46
1591,0,41
1592,0,31
1593,0,77
1594,0,109
1595,0,126
1596,0,149
1597,0,152
1598,0,173
1599,0,155
1600,0,199
1601,0,205
1602,0,240
1603,0,276
1604,0,320
1605,0,308
1606,0,327
1607,50634,325
1608,50619,336
1609,50611,125
1610,51494,213
1611,51495,261
1612,51462,158
1613,51447,85
1614,0,4
1615,51460,65
1616,0,12
1617,0,12
1618,0,33
1619,0,36
1620,0,50
1621,0,41
1622,0,88
1623,0,59
1624,0,56
1625,0,167
1626,0,128
1627,0,225
1628,0,180
1629,0,178
1630,51718,271
1631,0,216
1632,52187,91
1633,51220,222
1634,51214,7
1635,52163,269
1636,52156,79
1637,0,25
1638,52119,309
1639,52108,123
1640,0,26
1641,0,53
1642,0,126
1643,0,139
1644,0,99
1645,0,85
1646,0,106
1647,0,184
1648,0,114
1649,0,189
1650,0,208
1651,0,213
1652,0,225
1653,0,226
1654,0,152
1655,0,176
1656,0,298
1657,0,224
1658,0,277
1659,52781,353
1660,52774,291
1661,52776,333
1662,52779,120
1663,0,33
1664,52738,102
1665,0,54
1666,0,57
1667,52674,141
1668,52667,37
1669,0,38
1670,0,79
1671,0,123
1672,0,123
1673,0,138
1674,53094,161
1675,53071,107
1676,0,11
1677,0,182
1678,0,82
1679,0,164
1680,0,86
1681,0,271
1682,0,301
1683,53416,285
1684,53402,184
1685,53377,241
1686,53383,115
1687,0,2
1688,0,94
1689,0,112
1690,53720,265
1691,0,209
1692,0,180
1693,0,171
1694,0,189
1695,0,111
1696,0,247
1697,0,200
1698,0,231
1699,0,281
1700,0,284
1701,0,237
1702,0,257
1703,0,141
1704,54041,288
1705,54006,227
1706,53966,145
1707,53936,62
1708,53534,211
1709,53844,37
1710,0,37
1711,0,79
1712,54307,470
1713,0,133
1714,0,31
1715,0,129
1716,0,132
1717,54261,108
1718,0,183
1719,54256,205
1720,0,21
1721,0,77
1722,54163,105
1723,54654,167
1724,54633,50
1725,54637,43
1726,0,4
1727,54625,12
1728,54590,99
1729,0,34
1730,54583,259
1731,54584,59
1732,0,34
1733,54569,174
1734,0,53
1735,0,38
1736,0,62
1737,0,102
1738,0,100
1739,0,158
1740,0,157
1741,0,143
1742,54904,264
1743,0,176
1744,0,201
1745,0,83
1746,55195,326
1747,55228,239
1748,54500,276
1749,55122,20
1750,55579,170
1751,55573,200
1752,55164,55
1753,0,9
1754,55493,375
1755,0,113
1756,55454,60
1757,0,113
1758,55906,147
1759,55416,145
1760,55888,1
1761,55866,62
1762,0,43
1763,0,70
1764,0,73
1765,55304,161
1766,55781,85
1767,55783,151
1768,0,85
1769,56183,108
1770,0,36
1771,0,117
1772,0,106
1773,0,115
1774,0,184
1775,0,134
1776,0,176
1777,0,148
1778,0,253
1779,0,257
1780,0,261
1781,55620,212
1782,55763,97
1783,56533,211
1784,55607,290
1785,55576,33
1786,55577,1
1787,56474,51
1788,56460,24
1789,0,8
1790,56429,47
1791,0,25
1792,0,74
1793,0,95
1794,56382,158
1795,0,31
1796,0,65
1797,56829,94
1798,0,85
1799,0,139
1800,0,187
1801,0,133
1802,0,124
1803,0,151
1804,0,175
1805,0,207
1806,0,206
1807,0,202
1808,0,218
1809,0,220
1810,0,196
1811,0,290
1812,56524,218
1813,56273,129
1814,57116,265
1815,57114,441
1816,56474,17
1817,57106,60
1818,57061,103
1819,0,101
1820,0,102
1821,57440,127
1822,57425,95
1823,0,180
1824,0,116
1825,0,219
1826,0,145
1827,0,194
1828,0,260
1829,0,156
1830,0,187
1831,56830,275
1832,56737,94
1833,57669,479
1834,57649,227
1835,57596,121
1836,0,98
1837,58034,294
1838,0,76
1839,58015,75
1840,0,16
1841,57999,187
1842,0,142
1843,0,55
1844,0,70
1845,0,139
1846,0,100
1847,58383,114
1848,0,33
1849,57913,142
1850,57580,161
1851,0,61
1852,57301,209
1853,57830,65
1854,0,142
1855,0,156
1856,0,162
1857,58649,267
1858,58066,191
1859,57889,60
1860,58573,178
1861,58547,62
1862,0,100
1863,58966,101
1864,58956,19
1865,58330,92
1866,0,140
1867,58943,221
1868,0,25
1869,58177,130
1870,58168,8
1871,58162,13
1872,58848,140
1873,58909,125
1874,58130,29
1875,58832,120
1876,0,82
1877,0,91
1878,58081,50
1879,0,88
1880,0,102
1881,59272,85
1882,0,24
1883,0,131
1884,59240,31
1885,0,85
1886,0,167
1887,0,184
1888,0,89
1889,0,215
1890,59617,100
1891,59420,60
1892,59588,302
1893,59574,146
1894,59547,103
1895,0,54
1896,0,58
1897,59531,94
1898,0,75
1899,0,40
1900,0,65
1901,59451,168
1902,0,58
1903,59864,188
1904,0,95
1905,0,129
1906,0,98
1907,0,151
1908,0,43
1909,0,192
1910,0,195
1911,0,170
1912,0,200
1913,0,194
1914,60213,267
1915,60207,54
1916,60194,37
1917,60212,188
1918,0,45
1919,0,59
1920,0,94
1921,59172,365
1922,0,121
1923,59152,34
1924,60545,198
1925,60513,129
1926,60491,36
1927,0,40
1928,0,8
1929,0,150
1930,0,32
1931,60466,238
1932,0,109
1933,0,134
1934,0,177
1935,0,93
1936,60835,178
1937,60829,51
1938,60819,349
1939,60828,102
1940,0,27
1941,0,42
1942,60782,158
1943,60779,84
1944,0,72
1945,0,82
1946,0,79
1947,0,93
1948,0,86
1949,0,103
1950,0,79
1951,0,79
1952,0,67
1953,0,144
1954,0,145
1955,0,167
1956,0,176
1957,0,221
1958,0,191
1959,0,229
1960,0,262
1961,0,280
1962,0,296
1963,0,275
1964,61471,315
1965,61435,103
1966,61424,295
1967,61391,200
1968,0,19
1969,0,28
1970,0,27
1971,61179,113
1972,61386,369
1973,61227,10
1974,61286,149
1975,0,63
1976,0,16
1977,61778,83
1978,0,111
1979,0,28
1980,0,133
1981,0,59
1982,0,90
1983,0,155
1984,0,235
1985,0,209
1986,0,167
1987,62064,266
1988,62063,77
1989,0,2
1990,0,13
1991,0,15
1992,62040,257
1993,0,34
1994,61506,212
1995,0,38
1996,61988,190
1997,0,62
1998,61959,97
1999,61540,86
2000,61900,36
