Range Query No.,Compacted,Skipped
171,24004,170
172,0,85
173,24348,453
174,0,347
175,24575,309
176,24995,86
177,0,716
178,0,324
179,25329,638
180,0,274
181,25500,631
182,25912,570
183,0,103
184,26123,1159
185,0,295
186,26551,777
187,0,458
188,0,310
189,26828,485
190,0,520
191,26991,491
192,27445,317
193,0,304
194,0,493
195,0,62
196,0,739
197,0,117
198,27342,746
199,27321,331
200,0,214
201,27754,236
202,27621,921
203,27530,161
204,28090,315
205,28414,175
206,28292,197
207,28715,263
208,28691,51
209,28687,31
210,0,50
211,29021,1158
212,29312,696
213,29258,394
214,29235,162
215,0,33
216,29206,179
217,29559,135
218,0,3
219,29949,490
220,0,234
221,30177,668
222,29210,322
223,30143,117
224,30559,62
225,30539,482
226,30499,72
227,30485,176
228,0,68
229,30404,195
230,30819,226
231,30715,383
232,0,213
233,0,141
234,0,218
235,31067,163
236,0,797
237,31347,457
238,31691,193
239,31675,81
240,32049,367
241,0,126
242,32731,319
243,32690,1112
244,0,196
245,32608,478
246,32907,648
247,0,306
248,0,255
249,0,238
250,33618,496
251,33877,691
252,0,403
253,33134,446
254,34149,226
255,34516,108
256,0,1001
257,34440,854
258,34910,1111
259,34902,25
260,34836,167
261,34791,148
262,0,100
263,0,197
264,0,121
265,0,149
266,0,197
267,0,469
268,0,545
269,35705,491
270,36142,114
271,36147,830
272,0,500
273,0,551
274,0,112
275,36606,843
276,37021,1143
277,37014,546
278,36973,148
279,37374,181
280,37683,172
281,0,179
282,0,279
283,0,98
284,37939,372
285,0,115
286,37921,884
287,0,17
288,0,45
289,38171,209
290,38136,733
291,38158,519
292,0,51
293,38564,256
294,38545,94
295,38478,435
296,0,84
297,38891,143
298,39140,261
299,39416,543
300,39444,245
301,39406,56
302,39211,142
303,39747,79
304,39696,413
305,39460,152
306,40078,88
307,39289,172
308,39974,125
309,39973,45
310,40453,9
311,40230,82
312,39938,162
313,40744,112
314,0,7
315,40731,144
316,0,34
317,40493,163
318,40964,253
319,40984,61
320,41298,519
321,41280,195
322,41246,64
323,41246,1680
324,42326,440
325,42183,1205
326,40540,581
327,42165,241
328,0,219
329,0,25
330,42488,631
331,0,229
332,42847,286
333,0,105
334,42798,400
335,43113,257
336,0,316
337,0,94
338,0,396
339,43791,487
340,43768,224
341,44120,236
342,0,645
343,0,585
344,44454,315
345,0,931
346,44353,183
347,0,992
348,44781,981
349,44769,480
350,44742,129
351,45095,230
352,45061,439
353,0,72
354,45286,333
355,45302,271
356,0,500
357,0,65
358,45677,414
359,45601,749
360,46016,539
361,46004,88
362,45979,123
363,45943,151
364,0,67
365,0,120
366,0,159
367,0,205
368,46576,537
369,0,367
370,0,172
371,0,429
372,0,136
373,0,204
374,47272,609
375,0,427
376,47554,628
377,0,118
378,0,303
379,47880,421
380,0,971
381,0,242
382,0,527
383,0,391
384,0,558
385,0,333
386,48390,755
387,48723,1546
388,0,610
389,48693,706
390,0,306
391,0,290
392,48981,496
393,49287,228
394,49653,207
395,0,887
396,50316,679
397,0,228
398,0,84
399,50193,1025
400,50633,490
401,50471,1207
402,51484,802
403,51439,809
404,51862,171
405,51738,343
406,0,32
407,52476,977
408,0,247
409,0,76
410,0,191
411,0,217
412,52703,583
413,51331,601
414,53655,600
415,53650,1393
416,53579,212
417,53579,41
418,0,58
419,53621,909
420,0,96
421,54002,404
422,0,150
423,0,140
424,0,156
425,0,67
426,0,127
427,0,226
428,0,162
429,0,416
430,0,431
431,0,541
432,0,587
433,54943,582
434,0,671
435,0,336
436,55235,441
437,55212,54
438,55205,178
439,53555,693
440,55546,570
441,53511,47
442,55506,44
443,53459,73
444,55750,303
445,56159,285
446,56517,243
447,56482,117
448,56469,213
449,56420,211
450,56804,1170
451,56323,257
452,57145,106
453,57415,432
454,57388,454
455,57308,110
456,57717,286
457,57717,261
458,57201,102
459,57625,95
460,57609,45
461,58046,165
462,58038,69
463,58007,92
464,0,53
465,57556,181
466,57763,19
467,0,97
468,57943,161
469,57914,97
470,57858,98
471,58309,72
472,58275,224
473,58216,180
474,58705,84
475,58685,91
476,58576,447
477,58540,205
478,58274,276
479,59323,263
480,59250,794
481,58264,257
482,58175,83
483,59891,205
484,59884,499
485,0,498
486,59775,127
487,59689,177
488,60468,960
489,60840,355
490,60765,142
491,60737,57
492,60729,875
493,60731,390
494,0,329
495,0,284
496,0,408
497,0,299
498,59688,678
499,61997,655
500,59542,159
