Range Query No.,Compacted,Skipped
277,0,2426
278,4054,1772
279,4788,1204
280,0,1470
281,0,676
282,0,788
283,0,1314
284,0,2621
285,0,2645
286,0,1316
287,20584,1019
288,3952,1366
289,0,1038
290,0,516
291,21325,1028
292,0,195
293,0,1575
294,0,723
295,0,1216
296,0,1318
297,20085,534
298,0,2919
299,0,88
300,8108,2788
301,6081,1694
302,0,1216
303,22124,1822
304,18705,705
305,22181,2711
306,0,240
307,0,102
308,0,274
309,0,346
310,0,302
311,0,293
312,2027,312
313,0,304
314,0,277
315,0,282
316,0,338
317,0,452
318,0,352
319,0,488
320,0,452
321,0,618
322,0,445
323,2027,524
324,0,480
325,4054,655
326,0,648
327,0,798
328,0,696
329,2027,939
330,0,874
331,2027,1069
332,2027,953
333,0,1125
334,0,1084
335,0,1004
336,0,1159
337,0,1128
338,2027,1172
339,0,1406
340,0,1390
341,0,1320
342,0,1501
343,0,1555
344,0,1433
345,6081,1324
346,16658,1354
347,22028,876
348,0,1175
349,4054,1752
350,0,1684
351,2027,857
352,4054,1731
353,0,880
354,0,887
355,0,1744
356,0,959
357,0,1222
358,0,1078
359,0,1166
360,0,1599
361,0,1892
362,2027,1980
363,0,1190
364,0,1054
365,0,1207
366,4054,612
367,0,2013
368,1093,1294
369,9103,797
370,0,2293
371,2027,1286
372,0,1206
373,0,2333
374,7037,2384
375,0,1256
376,0,2244
377,2027,721
378,0,1266
379,0,2271
380,0,1172
381,2027,1717
382,1123,1439
383,0,1479
384,0,1521
385,5471,1534
386,0,2653
387,6081,1752
388,0,1156
389,2027,2717
390,24324,1126
391,27894,1216
392,0,1613
393,0,17
394,0,17
395,0,22
396,0,2808
397,0,2897
398,0,2939
399,0,250
400,0,326
401,2027,3080
402,0,348
403,3515,3149
404,0,445
405,0,430
406,9759,3120
407,0,462
408,0,2579
409,0,515
410,0,502
411,28349,3059
412,0,548
413,0,2317
414,0,1977
415,0,300
416,5304,2324
417,0,773
418,0,2682
419,0,875
420,0,2840
421,0,872
422,2027,1259
423,0,888
424,0,927
425,0,1002
426,0,718
427,0,1101
428,0,2962
429,0,1548
430,6081,1734
431,3804,1132
432,0,2841
433,0,1147
434,0,2539
435,0,1217
436,0,1736
437,0,1259
438,0,1278
439,0,912
440,0,1336
441,0,1371
442,0,1636
443,0,1489
444,6081,2407
445,0,1068
446,0,1171
447,10135,3271
448,26351,3167
449,0,1044
450,0,1043
451,0,1747
452,0,1598
453,0,238
454,4054,558
455,0,1511
456,0,1706
457,0,1190
458,4054,1750
459,2027,1097
460,0,288
461,0,1792
462,0,1430
463,0,1121
464,0,1842
465,0,563
466,0,1921
467,0,1997
468,0,1859
469,0,1960
470,0,1289
471,4054,1494
472,0,2388
473,0,2320
474,6674,2297
475,0,2435
476,0,2189
477,0,2234
478,3310,1609
479,0,2329
480,6081,1168
481,6081,997
482,8108,1481
483,0,1687
484,0,2282
485,6081,2340
486,0,1345
487,0,2343
488,0,2361
489,0,1545
490,0,2484
491,2027,2648
492,0,2110
493,0,2575
494,0,1379
495,0,2681
496,0,2693
497,0,2722
498,0,1397
499,0,2738
500,0,1905
501,2027,2292
502,0,2913
503,10895,2459
504,2027,1925
505,0,1899
506,10135,2918
507,0,2882
508,8108,3313
509,4967,3044
510,0,2963
511,0,2999
512,0,1906
513,0,3143
514,32537,2156
515,8108,3086
516,3231,3184
517,10450,3183
518,32573,3407
519,0,823
520,0,1794
521,0,570
522,0,1561
523,0,3271
524,2027,1693
525,4054,1943
526,0,3304
527,0,647
528,0,611
529,0,454
530,0,918
531,0,3549
532,0,3581
533,0,3230
534,0,885
535,6081,2334
536,2027,3389
537,0,3745
538,2027,1224
539,0,3829
540,0,3830
541,0,1911
542,0,683
543,0,3872
544,7362,1694
545,0,3905
546,2027,4049
547,0,1841
548,0,4083
549,0,4111
550,0,4153
551,1464,1477
552,0,1216
553,0,2162
554,0,4301
555,0,4154
556,0,4314
557,0,2279
558,0,2216
559,0,4424
560,0,2840
561,0,4455
562,0,1768
563,0,4546
564,0,3676
565,0,3802
566,4054,4299
567,2027,2780
568,6891,1991
569,0,2110
570,0,3125
571,0,2345
572,0,4825
573,0,4830
574,0,1933
575,0,1986
576,0,3178
577,4054,4108
578,0,3002
579,14103,4942
580,37446,4478
581,2027,2338
582,0,3532
583,0,277
584,0,65
585,0,3106
586,2027,2693
587,0,155
588,0,2435
589,0,186
590,0,183
591,6377,2741
592,4054,3662
593,0,3654
594,0,219
595,11284,3647
596,0,2939
597,8108,2343
598,0,3006
599,380,2475
600,0,2540
601,0,3471
602,0,2358
603,10144,2737
604,2027,2228
605,0,622
606,2614,2970
607,0,2651
608,0,2907
609,2027,1120
610,2027,3419
611,2027,887
612,0,2992
613,0,914
614,8108,2801
615,38949,4004
616,0,1000
617,0,192
618,0,1051
619,0,187
620,2027,586
621,2027,1119
622,6081,1955
623,0,702
624,0,1534
625,0,1296
626,0,1165
627,0,1293
628,0,2826
629,0,2496
630,0,1875
631,0,1287
632,0,874
633,0,2707
634,0,1338
635,0,3308
636,0,1681
637,0,2130
638,0,1357
639,0,3197
640,0,1633
641,0,1659
642,0,2222
643,4054,1579
644,0,915
645,0,1532
646,2027,1368
647,0,856
648,0,1654
649,0,1720
650,0,1723
651,2027,1955
652,0,1757
653,0,1915
654,0,2111
655,0,2844
656,0,2866
657,0,1849
658,0,1861
659,0,1878
660,0,3028
661,0,3850
662,0,1929
663,0,2421
664,0,1943
665,0,1963
666,8108,2484
667,0,3327
668,0,4431
669,0,2119
670,0,2204
671,0,4425
672,0,2214
673,0,3568
674,10135,3454
675,0,4554
676,0,2222
677,0,2443
678,0,4542
679,0,2868
680,0,3541
681,4054,1715
682,2027,3735
683,6081,2477
684,0,2428
685,0,2377
686,0,2198
687,0,4533
688,0,2259
689,0,3652
690,0,2985
691,0,2778
692,2027,4077
693,0,3341
694,4054,4863
695,0,2672
696,0,3286
697,2027,2524
698,0,2731
699,0,2731
700,16719,5065
701,0,2751
702,0,2803
703,0,2956
704,4054,4341
705,0,2913
706,0,2919
707,43475,4411
708,0,2853
709,2027,2664
710,0,2156
711,0,260
712,0,2177
713,0,328
714,2027,4251
715,8108,2682
716,2027,2250
717,0,1446
718,0,4117
719,2027,3142
720,2027,2516
721,0,3021
722,0,3152
723,0,1149
724,6081,1967
725,2027,2920
726,8108,2350
727,2027,3443
728,0,3175
729,0,1806
730,0,1409
731,0,2511
732,0,2242
733,0,2782
734,0,3520
735,0,3697
736,0,1337
737,0,2486
738,2027,3781
739,0,3406
740,4054,5169
741,16216,5118
742,0,3349
743,4054,1510
744,0,3273
745,0,3235
746,0,3301
747,46350,4483
748,4054,1190
749,2027,3475
750,0,4025
751,6081,1734
752,0,3116
753,0,2469
754,0,3594
755,0,2962
756,0,2190
757,0,2427
758,0,4190
759,2027,3816
760,0,1747
761,0,3813
762,0,3814
763,0,2656
764,0,1086
765,0,2748
766,0,3714
767,4744,1184
768,0,1907
769,2027,3416
770,0,2901
771,0,3781
772,0,2020
773,2027,938
774,4054,4560
775,6081,2440
776,4054,4278
777,14189,4241
778,0,3287
779,0,4490
780,0,4423
781,0,2257
782,0,4294
783,0,2108
784,0,4335
785,0,2678
786,0,3544
787,2027,3371
788,0,3071
789,10991,3216
790,0,2672
791,0,2766
792,0,3444
793,0,3503
794,0,3464
795,0,4502
796,0,4035
797,0,3877
798,2027,4824
799,2027,4250
800,0,1930
801,0,4121
802,0,4426
803,47238,5296
804,0,2022
805,0,4721
806,2027,3274
807,0,2043
808,0,4904
809,0,4930
810,0,3372
811,0,4995
812,6081,1989
813,2027,3396
814,0,2906
815,0,4611
816,0,1585
817,0,2549
818,0,4752
819,0,5163
820,0,3782
821,0,2221
822,0,1643
823,0,5295
824,0,5295
825,2866,3601
826,4054,1276
827,2027,5383
828,4054,4425
829,11074,3514
830,49268,5329
831,31875,3874
832,0,2377
833,0,513
834,0,2289
835,0,2324
836,0,2430
837,4054,1170
838,4054,1054
839,0,2007
840,2027,215
841,0,2653
842,0,279
843,4054,1473
844,0,1549
845,0,649
846,8108,2419
847,0,457
848,0,976
849,0,461
850,0,1724
851,0,2301
852,0,1929
853,0,691
854,0,800
855,0,2094
856,0,1888
857,0,2730
858,0,3011
859,0,2674
860,0,3101
861,6081,1980
862,4054,1016
863,0,946
864,0,2817
865,0,993
866,0,2844
867,0,2740
868,0,2882
869,0,1025
870,0,3195
871,0,1698
872,4054,3355
873,0,2124
874,0,1045
875,0,2430
876,0,2253
877,0,2194
878,0,2275
879,2027,2192
880,0,1352
881,0,2301
882,2027,3110
883,0,2411
884,0,2436
885,6081,2523
886,0,2094
887,0,1496
888,0,3609
889,0,2476
890,2027,3942
891,0,1628
892,0,1639
893,10135,2538
894,0,2447
895,0,3966
896,0,1884
897,2027,3233
898,0,3995
899,0,4060
900,0,1957
901,0,3462
902,0,3100
903,0,3798
904,0,4403
905,2027,2261
906,4054,3239
907,10135,3053
908,8108,2719
909,0,4397
910,0,3259
911,0,2165
912,0,2214
913,0,3176
914,0,2325
915,10135,4619
916,0,2340
917,0,3275
918,2027,2379
919,0,3456
920,0,4720
921,0,2444
922,0,3608
923,0,2740
924,0,3589
925,2027,3662
926,2027,2702
927,2027,4012
928,10135,2797
929,0,4014
930,0,3719
931,2027,3766
932,0,3641
933,0,3895
934,0,4071
935,6081,5035
936,16216,4796
937,0,2920
938,0,3937
939,0,4851
940,0,3400
941,0,4036
942,0,3028
943,0,4385
944,3060,4316
945,0,3445
946,0,3128
947,0,4527
948,0,4734
949,56513,5294
950,2027,2680
951,2027,3437
952,0,3489
953,2027,961
954,0,3537
955,55227,4742
956,0,3559
957,0,3570
958,0,3601
959,0,2440
960,4054,746
961,0,3012
962,0,435
963,0,3707
964,0,3032
965,0,1242
966,6081,1478
967,2027,3851
968,0,2986
969,0,1463
970,0,4013
971,0,816
972,6081,2980
973,0,942
974,0,1215
975,50675,2292
976,4054,4245
977,0,1067
978,10889,1038
979,0,4342
980,2027,2474
981,0,1908
982,0,4424
983,6081,538
984,0,296
985,0,4464
986,0,233
987,0,4464
988,0,1386
989,0,1347
990,0,4657
991,0,4703
992,0,1450
993,0,3476
994,0,4408
995,0,4792
996,6081,1612
997,0,4817
998,0,4858
999,0,1632
1000,0,1465
