Range Query No.,Compacted,Skipped
405,2027,1146
406,15960,1899
407,0,389
408,0,539
409,0,366
410,0,385
411,0,94
412,0,532
413,0,399
414,0,365
415,0,448
416,2027,505
417,0,511
418,4054,950
419,0,713
420,2027,573
421,0,210
422,0,576
423,0,693
424,0,558
425,0,670
426,0,839
427,0,612
428,0,694
429,2027,908
430,1319,723
431,0,811
432,0,1022
433,0,813
434,0,818
435,0,1023
436,0,996
437,0,877
438,0,894
439,0,1105
440,0,1130
441,0,783
442,12723,1443
443,0,1052
444,0,1005
445,0,1006
446,0,1044
447,0,653
448,2027,1204
449,0,1278
450,0,1137
451,1983,519
452,18660,881
453,0,1392
454,0,102
455,0,510
456,0,1257
457,0,1295
458,0,981
459,0,186
460,0,170
461,0,1313
462,0,1410
463,0,1337
464,0,929
465,0,1349
466,0,762
467,0,585
468,0,973
469,2027,1328
470,0,1353
471,2781,690
472,0,850
473,0,403
474,0,383
475,0,1507
476,4054,1525
477,0,373
478,0,1624
479,0,1696
480,0,1093
481,0,1472
482,0,1472
483,0,1636
484,0,1493
485,0,1014
486,4054,1742
487,0,1522
488,0,542
489,0,1569
490,0,1012
491,0,1177
492,0,568
493,0,1730
494,0,1651
495,0,1731
496,0,653
497,0,1619
498,0,1185
499,0,693
500,0,1759
501,0,1881
502,4054,1037
503,0,1818
504,0,1847
505,0,1926
506,5252,811
507,0,2022
508,0,1918
509,19196,792
510,0,1942
511,10962,808
512,2027,1955
513,0,1328
514,20140,32
515,0,36
516,0,1532
517,0,79
518,0,2216
519,5884,2076
520,0,194
521,0,287
522,2027,1451
523,4054,1615
524,0,1986
525,0,572
526,18243,2154
527,0,1080
528,0,405
529,0,2072
530,0,2108
531,0,911
532,0,388
533,0,1825
534,0,399
535,0,2066
536,0,517
537,18853,575
538,2027,865
539,0,437
540,0,1549
541,0,734
542,0,2282
543,0,626
544,0,2286
545,0,2125
546,1731,310
547,0,581
548,0,285
549,0,436
550,0,467
551,0,374
552,0,2457
553,0,2353
554,0,2411
555,0,316
556,0,707
557,0,484
558,0,656
559,0,2522
560,2027,399
561,0,894
562,0,2571
563,0,2592
564,2027,475
565,2027,681
566,0,839
567,0,471
568,0,633
569,0,1598
570,0,2389
571,2519,722
572,0,2739
573,0,1054
574,0,759
575,21721,577
576,0,414
577,0,2809
578,2027,710
579,3708,1292
580,0,2834
581,0,2849
582,0,495
583,20910,359
584,0,2878
585,1645,49
586,0,2889
587,0,45
588,0,1083
589,0,757
590,0,870
591,2027,2818
592,0,1204
593,8731,2976
594,0,957
595,22588,2697
596,4934,269
597,0,13
598,0,14
599,0,712
600,0,152
601,21587,288
602,0,90
603,21492,186
604,0,1339
605,0,1199
606,0,1672
607,2027,1017
608,21455,238
609,0,100
610,0,1500
611,0,153
612,0,155
613,0,1794
614,0,233
615,0,422
616,0,432
617,0,536
618,0,1664
619,0,255
620,2996,796
621,0,1706
622,0,290
623,0,1514
624,0,362
625,0,406
626,0,721
627,0,494
628,0,1893
629,0,587
630,0,2005
631,0,868
632,2027,465
633,0,489
634,0,950
635,2912,625
636,0,478
637,0,734
638,0,541
639,0,555
640,0,558
641,0,513
642,0,583
643,0,1800
644,0,516
645,0,509
646,0,521
647,0,1045
648,0,946
649,0,642
650,2027,633
651,0,554
652,8880,658
653,0,1703
654,0,1228
655,24525,427
656,0,500
657,0,353
658,4054,1178
659,0,1278
660,0,187
661,0,1950
662,0,478
663,0,1408
664,0,1178
665,0,364
666,0,305
667,0,633
668,0,364
669,0,569
670,0,1757
671,6081,2197
672,0,438
673,0,449
674,0,1508
675,0,768
676,0,492
677,0,1507
678,4054,1051
679,0,1706
680,0,528
681,0,852
682,0,2142
683,0,587
684,0,584
685,0,599
686,0,621
687,0,954
688,0,1903
689,0,1488
690,0,926
691,0,1114
692,0,1789
693,0,786
694,0,1903
695,0,2337
696,0,870
697,0,1284
698,0,905
699,2027,929
700,4054,2767
701,4054,1936
702,0,1046
703,0,1149
704,0,1775
705,0,992
706,0,1022
707,0,1846
708,0,1791
709,0,1000
710,0,2515
711,0,1137
712,0,1972
713,0,1713
714,0,1392
715,0,2242
716,0,2659
717,0,1879
718,0,1503
719,0,1441
720,0,2432
721,0,2165
722,8108,3100
723,0,2014
724,0,1649
725,0,1295
726,0,1279
727,0,2149
728,0,1280
729,0,1309
730,0,1793
731,0,1654
732,2027,2855
733,0,2498
734,2027,2197
735,6081,1966
736,0,1449
737,8108,2741
738,25843,2947
739,0,279
740,0,1709
741,4054,1532
742,0,1284
743,2027,2105
744,7271,2078
745,0,1899
746,0,1216
747,2090,551
748,0,1640
749,0,2307
750,0,2349
751,0,2490
752,0,725
753,0,1873
754,0,1064
755,0,2287
756,6081,2505
757,0,2127
758,4054,1772
759,0,2109
760,0,1696
761,0,1613
762,0,1702
763,0,756
764,0,799
765,0,988
766,0,601
767,0,1742
768,0,1064
769,0,1756
770,0,1756
771,0,702
772,0,1804
773,0,519
774,0,2612
775,0,1245
776,0,1555
777,0,2074
778,2027,1650
779,0,2355
780,0,2355
781,0,1751
782,8108,2715
783,0,2073
784,4054,1296
785,28279,2620
786,0,1836
787,0,1573
788,0,2007
789,0,1751
790,0,1178
791,0,2012
792,0,2018
793,0,799
794,0,300
795,0,2100
796,0,1156
797,0,1568
798,0,2121
799,0,1514
800,0,2135
801,0,1364
802,0,1557
803,0,889
804,0,1011
805,0,1793
806,0,365
807,0,1587
808,0,2316
809,0,1734
810,0,727
811,0,1860
812,0,1274
813,2027,2427
814,0,2057
815,0,1452
816,0,2132
817,0,1124
818,0,1182
819,0,1124
820,6081,2454
821,0,2333
822,0,2338
823,0,2297
824,0,2357
825,0,2383
826,0,2444
827,0,2127
828,0,1898
829,0,1527
830,0,2577
831,0,1229
832,2027,926
833,0,1161
834,0,2527
835,0,2666
836,0,1797
837,0,1810
838,0,996
839,0,2624
840,2027,2773
841,0,2772
842,0,2694
843,0,2813
844,0,1793
845,8108,2751
846,0,2843
847,0,1110
848,0,2500
849,0,2548
850,0,2951
851,0,2272
852,0,2823
853,6081,1878
854,0,2702
855,6874,2191
856,0,1651
857,0,2028
858,0,2622
859,0,2998
860,0,2807
861,0,2734
862,0,1733
863,0,1912
864,0,3049
865,0,2682
866,2027,3064
867,0,2846
868,0,1980
869,0,2383
870,0,2844
871,0,3105
872,0,2912
873,0,3118
874,0,3140
875,0,3159
876,0,1512
877,0,1653
878,0,2018
879,0,3210
880,0,3249
881,0,3255
882,0,2576
883,0,1796
884,0,2944
885,0,2449
886,0,2714
887,0,3337
888,0,2214
889,0,3151
890,0,3145
891,0,3391
892,0,2358
893,2027,3403
894,0,3384
895,0,3387
896,0,1964
897,0,3413
898,0,2351
899,2027,3239
900,0,2923
901,3709,1737
902,0,2391
903,8108,3511
904,6081,2480
905,0,3285
906,0,2635
907,0,3167
908,6081,2211
909,0,3304
910,0,2930
911,0,2826
912,0,3100
913,0,3377
914,0,3055
915,0,3398
916,0,2542
917,0,3341
918,0,1898
919,0,2419
920,0,3434
921,0,2623
922,2027,3401
923,10135,3254
924,0,1985
925,32497,2734
926,0,2081
927,0,3545
928,0,2576
929,0,3234
930,0,3642
931,0,2027
932,0,3662
933,0,169
934,0,3694
935,0,3418
936,0,3702
937,3799,1144
938,0,2484
939,0,441
940,0,3749
941,0,2495
942,0,3777
943,0,3792
944,0,3807
945,0,3806
946,0,3063
947,0,3394
948,31158,3541
949,0,370
950,2027,876
951,0,678
952,0,1001
953,0,632
954,0,2650
955,10682,3498
956,0,566
957,0,262
958,0,1230
959,0,568
960,31405,3427
961,0,819
962,2027,1480
963,6081,1519
964,0,1089
965,0,782
966,0,867
967,0,934
968,0,1460
969,0,842
970,0,1527
971,2027,948
972,0,1145
973,0,1335
974,0,921
975,0,1589
976,0,490
977,4054,1018
978,0,1222
979,0,1255
980,0,1644
981,0,1134
982,0,1317
983,2445,1171
984,0,1318
985,0,1296
986,0,1185
987,0,1213
988,0,1750
989,0,1312
990,0,1791
991,0,1793
992,0,1796
993,0,1466
994,0,1030
995,0,1403
996,0,1296
997,0,1237
998,0,1417
999,0,1425
1000,0,1200
1001,0,881
1002,0,1917
1003,0,1553
1004,0,1308
1005,0,1585
1006,0,1967
1007,0,1552
1008,2027,1954
1009,0,2006
1010,2027,1484
1011,0,1017
1012,0,1294
1013,0,2036
1014,3306,867
1015,0,1458
1016,0,1784
1017,2027,1481
1018,0,1734
1019,0,1710
1020,0,2090
1021,0,2102
1022,0,1390
1023,0,1424
1024,0,1763
1025,0,2117
1026,0,2119
1027,0,1621
1028,0,1588
1029,0,2156
1030,0,1479
1031,0,1705
1032,0,2214
1033,0,2216
1034,0,2226
1035,0,1301
1036,0,2248
1037,4054,1705
1038,0,2281
1039,0,2282
1040,0,1847
1041,0,2313
1042,0,1693
1043,0,2346
1044,0,2406
1045,0,1506
1046,0,1542
1047,0,2440
1048,0,1905
1049,0,1543
1050,2027,2566
1051,4054,1393
1052,2027,1810
1053,0,2095
1054,6081,1693
1055,0,1881
1056,0,2288
1057,0,1849
1058,0,2055
1059,0,1951
1060,0,2187
1061,0,2005
1062,6081,2367
1063,0,2680
1064,0,2672
1065,0,1458
1066,0,2049
1067,0,2737
1068,0,2741
1069,0,2042
1070,0,2394
1071,0,2080
1072,0,2885
1073,0,2811
1074,0,2812
1075,2027,2036
1076,0,2209
1077,6081,2310
1078,0,2392
1079,0,2395
1080,2027,2495
1081,0,2906
1082,0,2815
1083,0,2920
1084,0,2538
1085,0,2482
1086,0,2054
1087,0,2381
1088,0,2979
1089,6081,2115
1090,0,2315
1091,0,2959
1092,0,1916
1093,0,2350
1094,0,2497
1095,1560,1910
1096,0,3077
1097,0,2588
1098,0,2653
1099,0,3162
1100,0,3173
1101,0,3193
1102,0,2891
1103,0,2668
1104,0,2859
1105,2586,3083
1106,0,2443
1107,8362,2010
1108,6448,3221
1109,0,2929
1110,0,2967
1111,0,2987
1112,8108,2819
1113,0,2131
1114,0,2944
1115,0,3046
1116,10135,2669
1117,0,3036
1118,0,2779
1119,0,2692
1120,0,2871
1121,0,2951
1122,0,2753
1123,0,3155
1124,0,2576
1125,0,2904
1126,0,3002
1127,2027,2705
1128,0,3197
1129,0,3232
1130,0,3252
1131,0,3164
1132,2027,3123
1133,2027,3679
1134,0,3225
1135,0,3266
1136,0,2339
1137,0,2779
1138,0,3355
1139,0,2969
1140,0,3157
1141,0,2758
1142,0,3425
1143,0,3201
1144,10211,3045
1145,2027,3253
1146,0,2851
1147,0,2753
1148,12162,3497
1149,38513,3414
1150,0,3175
1151,0,2982
1152,0,50
1153,0,2922
1154,0,1347
1155,0,3497
1156,0,1924
1157,0,72
1158,10135,4019
1159,0,3440
1160,0,3228
1161,0,2730
1162,0,3395
1163,0,147
1164,0,150
1165,0,3600
1166,0,3367
1167,0,2039
1168,0,3593
1169,0,3576
1170,0,3665
1171,0,3496
1172,0,3440
1173,0,286
1174,0,3319
1175,0,3427
1176,0,3426
1177,0,3585
1178,0,3644
1179,0,3662
1180,0,341
1181,0,3507
1182,0,3493
1183,0,3274
1184,0,412
1185,0,427
1186,0,452
1187,0,3268
1188,0,3453
1189,0,621
1190,0,3913
1191,0,2151
1192,0,859
1193,0,3975
1194,0,3977
1195,0,3697
1196,2027,3677
1197,0,3689
1198,2027,3834
1199,6081,2606
1200,0,3746
1201,0,3732
1202,2027,3513
1203,0,679
1204,0,2980
1205,0,1172
1206,0,4037
1207,0,3963
1208,0,2568
1209,0,1581
1210,0,760
1211,0,3896
1212,0,3767
1213,0,3929
1214,0,3955
1215,0,3183
1216,0,4120
1217,0,4088
1218,0,4004
1219,2280,906
1220,0,4069
1221,0,1216
1222,0,4506
1223,0,4200
1224,0,4236
1225,0,2017
1226,0,4219
1227,4054,1425
1228,0,4281
1229,0,1050
1230,0,1559
1231,0,4223
1232,2027,4478
1233,1198,1087
1234,3553,1085
1235,0,1874
1236,0,4279
1237,0,1103
1238,0,1327
1239,0,4376
1240,0,1157
1241,0,2997
1242,0,2172
1243,0,1240
1244,0,4370
1245,0,1241
1246,0,1255
1247,2027,4464
1248,0,4126
1249,0,1327
1250,0,4538
1251,0,1360
1252,0,1372
1253,4054,4411
1254,0,2436
1255,0,4988
1256,12162,4837
1257,0,1530
1258,0,1540
1259,12162,4092
1260,0,4483
1261,40344,4407
1262,0,1561
1263,0,1732
1264,0,3167
1265,2027,3797
1266,0,2481
1267,0,587
1268,38523,4583
1269,0,1497
1270,0,1313
1271,0,1673
1272,2027,1273
1273,0,920
1274,0,2544
1275,0,1744
1276,0,342
1277,0,1787
1278,0,1806
1279,0,2125
1280,0,1829
1281,0,1398
1282,0,1037
1283,0,1705
1284,0,376
1285,0,765
1286,0,2249
1287,2027,1612
1288,6081,1591
1289,0,1936
1290,2027,1749
1291,6081,1904
1292,0,1146
1293,0,1781
1294,0,1933
1295,0,413
1296,0,1853
1297,0,1985
1298,0,1998
1299,0,1134
1300,0,1802
1301,0,2252
1302,0,2059
1303,0,2138
1304,0,1532
1305,0,2140
1306,0,2037
1307,0,706
1308,0,868
1309,0,1298
1310,2027,2081
1311,0,2070
1312,0,2278
1313,6081,1694
1314,2027,2223
1315,0,2046
1316,0,1566
1317,0,2265
1318,0,2196
1319,2027,2988
1320,0,2146
1321,0,2059
1322,0,1504
1323,0,1835
1324,0,2211
1325,4054,1375
1326,0,2440
1327,0,2466
1328,0,1774
1329,0,1622
1330,0,2478
1331,2027,1923
1332,0,2090
1333,0,1904
1334,0,1511
1335,0,2888
1336,0,2079
1337,0,2550
1338,0,2532
1339,0,2566
1340,0,2594
1341,0,2831
1342,0,2621
1343,0,2464
1344,6081,1504
1345,0,1157
1346,0,1601
1347,0,2480
1348,2027,2661
1349,0,2965
1350,0,2750
1351,0,2528
1352,0,2705
1353,0,2564
1354,0,2043
1355,0,1978
1356,0,2505
1357,0,1226
1358,0,2589
1359,2027,2223
1360,0,2812
1361,0,1791
1362,0,2602
1363,0,3086
1364,0,2075
1365,0,2642
1366,0,2841
1367,0,3194
1368,0,2700
1369,0,2317
1370,0,1475
1371,0,2193
1372,0,3006
1373,0,2852
1374,0,2535
1375,0,2239
1376,0,2297
1377,8108,3464
1378,2027,3018
1379,2027,2752
1380,6081,2716
1381,0,1687
1382,0,1787
1383,0,3006
1384,0,3309
1385,0,3332
1386,0,2275
1387,0,3215
1388,2027,2628
1389,2027,3177
1390,0,2632
1391,0,3113
1392,0,3131
1393,0,3186
1394,10246,3350
1395,0,2958
1396,0,3207
1397,0,3475
1398,0,2489
1399,0,3186
1400,0,3226
1401,0,2499
1402,0,3245
1403,2027,3252
1404,0,3226
1405,0,3309
1406,0,2731
1407,0,2651
1408,0,2265
1409,0,3363
1410,0,2402
1411,2027,2964
1412,0,3597
1413,0,3412
1414,8108,2447
1415,0,3434
1416,0,3358
1417,0,3368
1418,0,4181
1419,0,2663
1420,0,3482
1421,0,3484
1422,0,2015
1423,0,3714
1424,0,3538
1425,0,3830
1426,0,2716
1427,0,3295
1428,0,3016
1429,0,3236
1430,0,3939
1431,2027,3059
1432,0,3557
1433,0,3548
1434,0,3434
1435,0,2923
1436,0,3064
1437,0,2191
1438,0,3570
1439,0,2551
1440,0,3828
1441,0,2965
1442,0,2382
1443,8108,2468
1444,0,3744
1445,0,3256
1446,0,3765
1447,2027,3570
1448,0,3819
1449,2027,4605
1450,0,3895
1451,2027,3341
1452,0,4140
1453,0,3800
1454,0,3968
1455,0,3896
1456,0,3428
1457,0,2876
1458,0,3224
1459,0,4267
1460,0,3673
1461,0,3302
1462,2027,4113
1463,0,3591
1464,0,3148
1465,0,4128
1466,0,3027
1467,0,3741
1468,0,4213
1469,0,4215
1470,0,4324
1471,0,4281
1472,4054,4300
1473,0,4444
1474,0,4323
1475,0,4337
1476,0,4296
1477,0,4375
1478,2027,4272
1479,0,4396
1480,0,3559
1481,0,4029
1482,0,3559
1483,0,4479
1484,0,4721
1485,0,4484
1486,0,4723
1487,0,4500
1488,0,4378
1489,0,4388
1490,0,4829
1491,0,4634
1492,2027,3469
1493,0,3750
1494,0,4658
1495,0,4353
1496,0,4712
1497,0,4427
1498,0,4586
1499,4054,4742
1500,0,4633
1501,4054,4126
1502,14169,4783
1503,0,4672
1504,0,4442
1505,14189,4147
1506,2027,4453
1507,0,4501
1508,0,4730
1509,0,4224
1510,46798,4450
1511,0,4516
1512,0,4519
1513,0,297
1514,0,1024
1515,0,98
1516,0,4597
1517,12162,4938
1518,0,4623
1519,0,2072
1520,0,3046
1521,0,4542
1522,47027,4681
1523,0,430
1524,0,5093
1525,2027,677
1526,0,348
1527,0,1923
1528,0,1779
1529,0,2921
1530,0,783
1531,0,771
1532,0,3832
1533,0,2995
1534,0,4403
1535,0,796
1536,0,420
1537,0,5112
1538,1485,4825
1539,0,2111
1540,0,819
1541,2027,5057
1542,2027,863
1543,0,4917
1544,0,4823
1545,0,698
1546,2027,1069
1547,0,2720
1548,0,380
1549,0,4992
1550,0,1461
1551,0,823
1552,0,4483
1553,0,4493
1554,0,4305
1555,0,5077
1556,0,1076
1557,0,1009
1558,0,3533
1559,0,4541
1560,0,936
1561,0,5523
1562,2027,5507
1563,0,1109
1564,0,518
1565,5143,1135
1566,6081,1437
1567,0,1166
1568,0,1923
1569,0,5607
1570,0,1200
1571,0,5269
1572,0,4298
1573,0,971
1574,0,1104
1575,0,2248
1576,0,5341
1577,0,1287
1578,0,5354
1579,0,1352
1580,0,5405
1581,0,5766
1582,0,5426
1583,0,3451
1584,0,1373
1585,2027,1384
1586,0,5455
1587,0,5455
1588,0,5649
1589,0,1306
1590,0,5223
1591,0,1304
1592,0,5508
1593,0,1957
1594,0,5445
1595,0,5627
1596,0,1608
1597,0,4498
1598,4054,3877
1599,0,5882
1600,3835,5699
1601,0,6001
1602,0,6076
1603,0,5746
1604,0,1723
1605,18982,5621
1606,0,2127
1607,0,1746
1608,50721,4930
1609,0,3861
1610,6374,1405
1611,0,1771
1612,0,739
1613,0,2759
1614,0,3938
1615,0,1829
1616,0,3942
1617,0,1834
1618,0,714
1619,0,3972
1620,0,1868
1621,0,3978
1622,0,1570
1623,1352,221
1624,0,1361
1625,0,1971
1626,0,1874
1627,0,1737
1628,0,4107
1629,0,1985
1630,0,4133
1631,0,4148
1632,2027,2041
1633,0,2710
1634,0,571
1635,0,1652
1636,0,680
1637,2027,1056
1638,0,4204
1639,0,4241
1640,0,4262
1641,0,4306
1642,0,1445
1643,0,2209
1644,0,897
1645,0,4338
1646,0,4356
1647,0,2270
1648,3913,4363
1649,2027,2240
1650,1653,2281
1651,0,2239
1652,0,2296
1653,0,1766
1654,0,4379
1655,0,3076
1656,0,1758
1657,0,4310
1658,0,1380
1659,0,2189
1660,0,1290
1661,0,1833
1662,0,1468
1663,0,856
1664,0,2253
1665,0,806
1666,0,2446
1667,10135,3540
1668,0,3903
1669,0,1711
1670,0,2392
1671,0,2080
1672,0,2513
1673,0,2521
1674,0,2146
1675,0,4404
1676,0,3752
1677,0,1465
1678,0,2508
1679,0,1646
1680,0,4453
1681,0,1863
1682,0,2579
1683,3572,2739
1684,0,2464
1685,0,1140
1686,2189,4563
1687,0,1819
1688,0,4668
1689,4054,1761
1690,0,2630
1691,0,2609
1692,10135,2943
1693,0,4749
1694,0,1853
1695,10394,2838
1696,0,2382
1697,0,1717
1698,0,1594
1699,0,2377
1700,0,2595
1701,0,2751
1702,0,4728
1703,0,2383
1704,3141,4864
1705,0,2855
1706,0,2879
1707,0,2624
1708,0,1663
1709,0,3655
1710,0,4998
1711,0,2980
1712,0,2524
1713,0,3045
1714,0,2749
1715,0,3051
1716,0,5092
1717,0,1771
1718,0,3093
1719,0,2944
1720,0,2819
1721,0,3128
1722,0,2097
1723,0,3141
1724,0,2559
1725,0,3204
1726,2027,3149
1727,0,2129
1728,0,3222
1729,0,3245
1730,0,5270
1731,0,2862
1732,0,3275
1733,0,5307
1734,0,2877
1735,0,1853
1736,0,3039
1737,0,2717
1738,0,5397
1739,0,3327
1740,0,3108
1741,0,3369
1742,4641,5442
1743,0,3145
1744,0,5474
1745,0,5482
1746,5633,2330
1747,0,3399
1748,0,3096
1749,0,2327
1750,0,5640
1751,0,5655
1752,0,2655
1753,0,3914
1754,0,3374
1755,0,5741
1756,0,3591
1757,0,5770
1758,0,3794
1759,2027,5254
1760,0,5772
1761,0,3857
1762,0,5812
1763,0,5836
1764,0,5840
1765,0,3087
1766,10135,3531
1767,2027,3936
1768,0,5876
1769,0,2872
1770,0,2708
1771,0,3588
1772,0,3983
1773,0,2628
1774,0,6013
1775,0,3017
1776,0,4069
1777,0,4059
1778,0,6073
1779,0,6074
1780,0,6075
1781,0,4103
1782,0,3671
1783,12162,3682
1784,0,6103
1785,0,6130
1786,0,6131
1787,0,4034
1788,2027,4404
1789,0,6142
1790,0,4114
1791,0,4096
1792,0,4052
1793,0,4045
1794,0,2826
1795,0,6224
1796,0,5585
1797,0,3591
1798,0,4289
1799,0,4130
1800,39148,3538
1801,0,6321
1802,2027,4184
1803,0,4026
1804,0,3874
1805,0,6402
1806,0,4093
1807,0,4005
1808,0,6418
1809,0,6422
1810,0,6427
1811,0,3883
1812,0,3561
1813,459,1615
1814,0,3901
1815,0,4116
1816,0,3333
1817,4054,4169
1818,0,4333
1819,2027,4158
1820,0,3899
1821,12162,4102
1822,0,6449
1823,0,2822
1824,0,2015
1825,0,2383
1826,0,4500
1827,0,4370
1828,0,5033
1829,0,6494
1830,0,6495
1831,0,3453
1832,0,2411
1833,0,3255
1834,0,3574
1835,0,2460
1836,0,6544
1837,0,5194
1838,0,6644
1839,0,4592
1840,2027,2685
1841,0,4509
1842,0,4423
1843,0,4336
1844,0,6696
1845,0,3687
1846,0,4478
1847,0,3781
1848,0,5652
1849,0,4665
1850,0,3791
1851,10135,3374
1852,0,6861
1853,0,4056
1854,0,4539
1855,0,3098
1856,0,6962
1857,0,6963
1858,0,4495
1859,2027,4696
1860,0,7033
1861,0,7060
1862,0,7074
1863,0,7074
1864,0,4762
1865,0,6566
1866,2027,6222
1867,0,4713
1868,0,7173
1869,2027,4320
1870,0,4958
1871,0,4516
1872,0,2856
1873,0,4951
1874,0,4660
1875,0,4485
1876,0,3087
1877,0,3050
1878,0,5029
1879,0,6956
1880,0,7346
1881,0,5097
1882,0,4568
1883,2027,2877
1884,2027,5015
1885,0,5052
1886,0,5936
1887,0,4470
1888,14189,5001
1889,2027,7429
1890,4054,5448
1891,0,4878
1892,0,4936
1893,0,7478
1894,0,4729
1895,0,3215
1896,0,6656
1897,0,4392
1898,0,5212
1899,0,5235
1900,0,4039
1901,0,7592
1902,0,5034
1903,0,7652
